,0
tilstrømning,11
tilstå,38
tilståelsessag,1
tilstår,3
tilstød,8
tilsvar,59
tilsver,1
tilsvært,1
tilsygeplejersk,1
tilsyn,78
tilsynelad,147
tilsynsbesøg,11
tilsynsbesøginstru,2
tilsynschef,5
tilsynslist,3
tilsynsmynd,1
tilsynsrapport,27
tilså,6
tilsæt,3
tilsætningsstof,2
tiltag,190
tiltal,120
tiltaledræbt,2
tiltalefor,1
tiltalepunk,2
tiltalt,458
tiltaltevar,2
tiltaltfor,7
tilth,3
tiltham,5
tiltimothy,2
tiltrak,2
tiltro,21
tiltruk,5
tiltråd,10
tiltræd,1
tiltræk,45
tiltrækning,2
tiltrækningskraft,3
tiltræng,14
tiltv,6
tiltvang,4
tiltving,5
tiltvung,1
tiltænk,16
tilucla,1
tiludsendelsetil,1
tilusa,2
tiluummannaqog,1
tilvalg,10
tilvalgsfag,2
tilvalgsordning,4
tilvejebring,2
tilverd,1
tilvælg,2
tilvænning,2
tilvær,68
tilæg,3
tim,1676
time,1
timeberegned,2
timefortjenest,10
timelang,11
timelær,2
timeløn,17
timelønned,1
timemød,1
timeout,2
timerbliv,1
timesblev,3
timeseddel,1
timesend,1
timetal,3
timevis,24
timikrofon,1
timing,6
timmerman,2
timofejev,2
timosjenko,3
timothy,3
tin,40
tina,87
tind,32
tinderdat,1
tindertirsdag,1
tinding,11
ting,1369
tingbjerg,2
tingdal,2
tinggaard,2
tinggaardvedinfektionsmedicinsk,1
tinglev,1
tinglysningsafgift,5
tingløkkeskol,1
tingret,2
tingsret,2
tingsted,1
tinka,1
tiny,2
tiopental,1
tiov,2
tip,47
tipo,1
tipoldemor,1
tiprocent,3
tirdsag,2
tirelessly,2
tirol,2
tiroteo,2
tirrel,3
tirsdag,613
tirsdagat,1
tirsdagblev,2
tirsdagen,1
tirsdagfor,1
tirsdagforlæng,4
tirsdal,3
tirstrup,4
tis,62
tisdag,1
tiselholt,3
tissed,9
tissetrang,4
tisvildelej,2
tit,143
titalt,2
titanic,7
titanium,2
titaniumplad,3
titel,31
titelkunnekom,2
titelmelodi,1
titførst,1
titid,4
titim,1
titl,49
titusind,3
titusindvis,11
tiung,2
tivoli,19
tivolis,2
tiår,12
tiårsald,1
tiårsplan,4
tja,1
tjan,6
tjans,6
tjek,165
tjekked,15
tjekki,14
tjekkisk,3
tjeklist,4
tjen,235
tjenest,56
tjenestebil,4
tjenestebo,2
tjenesteforsøm,1
tjenestegør,1
tjenestemand,10
tjenestemandsansat,1
tjenestemandsansæt,1
tjenestemandskommission,6
tjenestemandslign,4
tjenestemandspension,4
tjenestemandsreform,90
tjenestemandsvilkår,2
tjenestemobil,7
tjenestemænd,12
tjenestenum,4
tjenestenumr,4
tjenestep,2
tjenestepistol,4
tjenesteplan,2
tjenestetid,1
tjenestetidsaftal,1
tjenst,2
tjent,47
tjetjensk,2
tjum,2
tjustrup,14
tjærestof,1
tjørnelund,1
tlf,56
tlijjqy,2
tms,4
tmz,2
tn,2
to,4153
toaldo,1
toandr,1
tob,1
tobak,7
tobaksakti,6
tobaksindustri,2
tobaksproduk,1
tobaksrøg,3
tobaksselskab,1
tobia,14
tobrca,1
tocifr,4
tod,2
todagesløb,3
todatterselskabersa,1
today,18
todelt,1
todo,1
todreng,2
todøgn,1
toer,1
toerhverv,2
toetag,2
toft,11
toftgaard,1
toførst,2
tog,1117
togang,1
togdansk,1
togdrift,6
togeth,1
togfond,3
togfør,6
togføreruddan,2
togham,2
toghård,1
togkort,1
togkupé,1
tognet,1
togpar,2
togpersonal,8
togrejs,3
togstation,4
togsteward,2
togstewardes,4
togstrækning,2
togsæt,1
togt,11
togtermed,1
togterminalarbejd,27
togtrafik,2
togtur,5
togundersøg,2
togvi,1
togvogn,4
toil,20
toilet,153
toiletbesøg,15
toiletblok,2
toiletbørst,2
toiletfacilitet,2
toiletgulv,2
toiletkum,5
toiletpapir,12
toiletpaus,1
toiletspejl,3
toilettetaf,3
toilettid,4
tokonkret,1
toksikologi,2
toksin,1
tokyo,13
tolba,8
told,2
toldbodgad,1
toldbodvej,1
toldfri,4
toldkontol,1
toldregl,1
toler,6
toleranc,5
tolerant,5
tolk,92
tolkearbejd,2
tolkebistand,3
tolkebrug,4
tolkebureau,2
tolked,9
tolkefejl,2
tolkegebyr,6
tolkelist,2
tolkeområd,2
tolkeregning,1
tolkeuddan,8
tolki,16
tolkning,17
tolliv,5
tolstrup,3
tolv,13
tolvfingertarm,2
tolyd,3
tom,190
toma,14
tomahawk,2
tomandshånd,4
tomat,6
tomatdås,1
tomatsup,1
tomgang,3
tomhænd,1
tomilliard,2
tomillion,1
toml,3
tommelfing,5
tommelfingerregel,10
tommelin,2
tommerup,1
tommetyk,2
tommy,83
tomotor,2
tomrum,5
tomt,24
tomåned,2
tomænd,2
ton,104
toneangiv,3
toned,3
tonedøv,2
tonefald,1
tonelej,2
tonfyrværkeri,3
tonga,1
tongji,2
toni,6
tonight,9
tonkinesisk,3
tonkrud,3
tonrent,3
tonsed,2
tonsvis,5
tony,9
tonyr,2
too,3
toog,4
toogood,2
took,3
toom,1
toosbuy,2
top,262
topakker,2
topal,3
topanga,3
topaparazzifotograf,1
topbetjent,2
topbryd,1
topbureaukrat,1
topchef,7
topct,1
topdanmark,5
topdemokrat,1
topembedsmand,1
topembedsmænd,6
topfodbold,1
topfodboldklub,1
topfolk,2
topforhandl,10
topform,18
topforsøg,4
tophistori,6
tophold,2
tophu,1
topidrætsudøv,1
topkarak,1
topklas,3
topkvalit,3
toplan,4
topled,1
toplæg,2
toplønning,2
topløs,2
topmadras,2
topministr,2
topmod,1
topmodel,2
topmød,21
toppe,2
topped,17
topplacering,4
topplan,3
toppolitik,3
toppositionenved,1
toppost,2
toppriorit,3
topprofessionelt,2
toppyramid,2
topresultat,6
toprocent,7
toprocentblev,1
toprocentproduktivitetsvækst,1
toprocentskrav,3
toprocentvækst,1
toprådgiv,5
topsakttegræns,2
topscor,8
topskat,53
topskattegræns,8
topskattelet,4
topskuespil,2
topspil,1
topstudent,1
topstyred,1
topsvøm,1
topsælg,3
toptræned,2
toptun,1
tor,6
torb,108
tord,5
tordenog,1
tordenskjoldsgad,1
tordenstorm,2
tordn,1
tordned,3
torelló,2
torfin,2
torino,3
torlak,1
torn,4
tornado,1
tornby,6
tornefyld,2
tornerosesøvn,1
toronto,10
torp,7
torped,6
torpedo,9
torri,4
torsdag,546
torsdagfyld,1
torst,17
torstein,1
torstilgårdsvej,1
tort,2
tortur,33
torturag,2
torturkomité,2
torturof,2
torturscreening,2
torv,18
torvestræd,3
tory,1
tos,12
toscana,6
toscansk,2
tossathep,2
tossed,2
tostk,4
tosygeplejesk,2
tot,3
total,28
totalbilled,1
totalforbud,5
totalitært,2
totally,2
totalrenov,2
totalskad,2
totalskaded,1
totalt,69
totim,2
tottenham,9
toturmiddel,2
tougaard,10
tough,3
toulous,1
tour,202
touret,11
touretteklinik,2
tov,90
tovhold,1
tovirksom,2
tovtrækkeri,7
tovær,2
tow,3
town,13
township,1
toyota,1
toår,37
toårsundersøg,1
tqezraozb,1
tqvhcbl,3
tracey,6
tracksuit,1
trad,19
tradition,61
traditionel,54
traditionelt,24
traditionsr,5
tradolan,2
tradtition,2
traf,21
traffic,2
trafik,53
trafikal,1
trafikant,3
trafikforse,2
trafikkao,2
trafiklov,1
trafiko,1
trafikofr,2
trafikselskab,4
trafiksikkerhedsråd,2
trafiktal,2
trafikuheld,7
trafikulyk,21
tragedi,43
tragedieni,1
tragikomisk,2
tragisk,78
tragt,6
traición,2
trail,6
trailershow,2
trailløb,2
traine,2
traitz,6
trak,149
trakemma,4
traktor,4
traktordrev,2
tramp,6
tramped,3
trampolin,5
trampolinleg,2
tran,51
tranberg,4
tranbjerg,2
tranchin,10
tranehav,22
trang,56
transaktion,8
transcarbamylasedefek,2
transformation,5
transistorradio,2
transit,1
transittid,2
transkønned,2
translat,1
translatør,2
translatørforening,10
transmission,4
transmit,10
transpar,4
transparency,3
transparent,3
transperson,4
transplant,6
transplantation,19
transplantationernelykked,2
transport,137
transporteresyg,1
transporteretvåbnetpå,2
transportfly,8
transportflybidrag,1
transportform,2
transporthelikopt,1
transportkapacit,2
transportkas,1
transportmiddel,3
transportmidl,7
transportmu,1
transportordning,1
transportskib,1
transporttid,2
transportudgift,1
transseksuel,5
trap,111
trapped,3
trappemodel,3
trappest,2
trappetrin,1
trappetræning,2
trash,2
trask,8
trattoria,1
traum,26
traumatis,14
traumatisk,19
traumeafdeling,1
traumebehandling,2
traumecentr,1
traumeen,1
traumepatientind,1
traumereaktion,2
traumestu,10
trav,3
traved,2
travel,2
traveling,1
travetur,1
travis,8
travl,155
travlest,8
travlt,184
trawl,2
tre,2537
treating,1
trecifr,1
treciftr,1
tredag,2
tredelt,1
trediv,7
tredj,383
tredjeabort,2
tredjedag,4
tredjedel,75
tredjedelaf,1
tredjefærrest,1
tredjeland,1
tredjepart,1
tredjeperson,3
tredjeplad,1
tredjeplads,6
tredjesidst,1
tredjestik,1
tredjestørst,1
tredjetrimest,1
tredjeverdensland,4
tredjeverdenslandesåsom,1
tredjeårsstud,1
tredobbelt,16
tredobl,15
tredobling,11
tredrabsforsøg,2
tredreng,2
tredøtr,1
tree,2
treer,1
trefilov,12
trefjerdedel,3
trefra,2
tregang,2
treholdsskift,1
trek,2
trekant,4
trekantområd,1
trekantsbikini,2
trekartofl,1
trekas,1
trekilometervæk,2
trekløv,4
trekløverregering,2
trekron,3
trekvartmillion,1
trekvind,2
trem,21
tremandsstu,2
tremilliard,1
tremmedør,6
tremmeseng,3
tremåned,1
trend,11
trendy,2
treog,2
trepart,4
trepartsaftal,6
trepartsforhandling,19
trepatient,4
trerib,1
tres,1
tresigted,1
treskud,2
trestewardes,2
trestjern,2
trestk,4
tret,1
trevisan,1
trevl,3
treår,21
treårsald,3
treældst,2
triana,3
triatl,52
triatlet,6
triatletenfrederic,3
triatlon,36
trib,1
tribun,16
trick,15
tricked,1
tricktyv,63
tricktyventilsynelad,1
tricktyveri,35
trier,34
trig,4
trigged,1
trikot,3
tril,17
trilled,16
trilling,16
trilogi,2
trim,1
trimest,8
trin,422
trio,2
triologi,5
trip,5
tripl,6
tripoli,7
tripped,2
tris,6
trisomi,1
trist,82
tristan,8
trit,2
triton,4
triumf,10
triumfår,2
triv,61
trived,6
trivestil,1
triviel,2
trivielt,2
trivsel,24
trivselsbarometr,2
trivselsmåling,2
trivselsundersøg,1
trivsl,2
trnka,13
tro,231
trod,548
trods,17
trodsed,9
trodshar,1
troed,257
troedelæg,2
troedevil,1
troel,358
troels,3
troelslundp,4
troelsrenard,1
troelsstad,16
troen,35
troend,14
troet,59
trofast,12
trofastfølg,2
trofimova,1
trofymenko,12
trofæ,7
trokopi,1
trol,16
troldborg,2
troldmand,2
trollhättän,2
trom,7
trommed,3
trommestik,2
tromsø,6
tron,14
tronegaard,1
tronfølg,4
tronhav,18
trop,46
tropedag,2
tropemedicin,2
tropeø,3
tropical,2
tropisk,13
tropped,6
troppetransport,2
troppetransportskib,2
tror,986
troskab,6
trosliv,1
trosretning,2
trossamfund,3
troutdal,2
troværd,146
troværdighedsanalys,4
troværdighedsproblem,3
troværdighedsskala,1
troværdighedsundersøg,3
truck,24
truckfør,1
truckvogn,3
trudeau,1
true,20
trued,44
truend,33
truer,27
trues,1
truet,99
truetind,1
truf,37
trujillo,3
truk,109
trumf,2
trumfkort,1
trummerum,1
trump,1494
trumpbrug,1
trumpfor,2
trumphar,2
trumpifølg,2
trumpmed,108
trumpog,2
trumpsniffl,3
trumpår,2
trup,25
truptræn,4
trus,8
trusl,168
trussel,34
trusselsniveau,2
trust,9
trustfond,2
trut,1
truth,4
truththis,1
truxal,16
tryg,324
trygfond,11
tryghedsbesøg,4
tryghedsfond,1
tryghedskultur,1
tryghedsmåling,2
tryghedsnarkoman,1
tryghedsskab,1
tryghedssøg,4
trygl,3
trygled,3
trygt,46
tryk,159
trykbølg,22
trykkam,5
trykked,29
trykknap,2
trykluftham,2
trykluftskam,3
trykmassag,1
tryksår,2
trykt,13
tryl,10
tryllekunstn,2
trylleløsning,2
trylleplast,2
tryllestav,1
tryllestavsøkonomi,1
tråd,30
trådhegn,3
trådløs,1
trådn,1
trådt,161
trådte,2
trådtetil,2
træ,40
træbelag,1
træbjælk,2
træbåd,1
træd,197
træderanna,2
træer,18
træern,13
træet,4
træf,97
træflis,1
træfning,2
træk,549
trækasser,2
trækkefra,3
trækning,3
trækningsret,1
trækplast,1
trækprocent,2
træl,24
træls,3
trælshold,2
trælst,2
træn,988
træned,14
trænererfaring,6
trænerførst,3
trænergerning,6
trænerhenrik,3
trænerliv,2
trænerteam,14
træneti,2
trænetmeg,2
trænettusindvis,3
træng,106
trængsel,4
trængsl,4
træning,353
træningsafhæng,3
træningsaft,8
træningscent,7
træningscentr,4
træningscykel,3
træningsdag,4
træningsdagbøg,6
træningsdeltag,2
træningsen,1
træningsfacilitet,2
træningskamp,4
træningskapacit,2
træningslejr,2
træningslokal,2
træningsmak,2
træningsmaskin,7
træningsmiljø,2
træningsmission,6
træningsmæs,1
træningspa,2
træningsprogram,3
træningssal,2
træningssted,1
træningssæt,4
træningstask,2
træningsterræn,2
træningstid,8
træningstim,1
træningstrøj,2
træningstur,6
træningsudstyr,3
træningsweekend,2
træningsøv,4
træninspas,1
træpal,7
træplantag,2
træsko,7
træskur,1
træstam,3
træt,259
trætop,1
trøck,4
trøj,52
trøjborgvej,1
trøjenum,2
trøjesponsor,3
trøndelag,1
trøst,59
trøstebams,10
trøsted,10
trøstemus,5
ts,1
tsar,1
tsarnaev,23
tschanz,2
tsf,1
tsk,2
tsunami,13
tt,4
ttca,6
ttmeaapt,2
ttoolbox,6
tub,1
tuba,4
tuberkulos,22
tubman,3
tucci,6
tuccikun,2
tuccis,2
tuck,3
tuckershelton,1
tucson,6
tud,11
tudbrøled,4
tuded,6
tudetos,3
tudetur,2
tuds,3
tudseprøv,1
tue,14
tugbeh,3
tugt,2
tugthus,2
tulipan,2
tulr,2
tuml,3
tumlastik,1
tumled,1
tumling,1
tumor,85
tumult,13
tumultarisk,1
tun,6
tunbo,1
tunbøfferkan,2
tunering,2
tunes,2
tung,123
tungekys,2
tungeskrab,2
tungest,4
tungmetal,2
tungsind,1
tungtbevæbned,1
tungtlasted,1
tungtvej,4
tunnel,7
tunø,4
tupac,3
tur,417
turban,2
turberkulos,2
turbin,2
turbo,4
turboen,1
turboenhed,1
turbulent,19
turd,113
turism,3
turist,33
turistbus,2
turisterhverv,1
turistfly,2
turistmål,1
turistseværdighed,1
turistvisum,1
turistøkonomi,2
turkisblåt,2
turkist,2
turled,2
turn,14
turnbul,2
turnering,22
turneringskamp,1
turno,1
turné,8
turtjynov,3
turun,1
tusch,4
tuscon,2
tusind,124
tusindb,3
tusindevis,2
tusindstyk,2
tusindtal,1
tusindvis,138
tusk,2
tutmo,1
tux,4
tv,4819
tvang,91
tvangsadskil,3
tvangsanbring,2
tvangsauktion,2
tvangsbortadopt,16
tvangsbortadoption,20
tvangscafe,1
tvangsfjern,6
tvangsfodr,2
tvangsfodring,6
tvangsforflytted,1
tvangsforhold,1
tvangshandling,2
tvangshjemsendelseaf,1
tvangsindlag,18
tvangsindlæg,12
tvangslektiecafe,1
tvangslukning,1
tvangsmedicin,2
tvangsmæs,1
tvangsobservation,2
tvangsopløs,2
tvangsopsplit,1
tvangstank,13
tvangstilbagehold,6
tvangsuds,1
tvangsudsend,18
tvangsundersøg,4
tvangsvaccin,1
tvangsygdom,2
tve,1
tved,1
tvekamp,59
tvekampsplads,9
tversted,8
tveæg,2
tvge,3
tvi,1
tvilling,55
tvillingdreng,2
tvillingedreng,4
tvillingep,1
tvillingesøstr,1
tving,76
tvist,4
tvivl,554
tvivled,3
tvivlsom,14
tvivlsomt,12
tvivlsspørgsmål,2
tvnewsdk,10
tvnord,1
tvplay,6
tvpris,2
tvs,3
tvsyd,1
tvtid,1
tvund,2
tvung,116
tvungent,3
tvungn,3
tvvalg,3
tvær,133
tværfag,11
tværgå,3
tvært,2
tværtimod,103
tweddl,2
tweet,48
tweeted,9
tweetjak,2
twic,2
twist,2
twit,331
twitterfølg,3
twitterprofil,1
two,29
ty,8
tyd,478
tyded,20
tydedepå,1
tydeliggjord,2
tydeliggjort,4
tydeliggør,1
tydeligtmærk,1
tydeligvis,22
tyderpå,2
tyed,1
tyg,10
tyggeevn,2
tyggemuskl,2
tyggetabl,2
tyggetablet,4
tyk,58
tykt,4
tyktarm,8
tyktarmskræft,1
tynd,81
tyndal,18
tyndbefolked,2
tyndel,1
tyndhud,2
tyndtarm,14
tyng,18
tyngdefornem,2
tynged,4
typ,299
typehus,1
typisk,270
typiski,2
tyr,2
tyra,13
tyrannis,1
tyrannisk,3
tyreløb,2
tyrk,4
tyrkertro,2
tyrki,45
tyrkisblå,1
tyrkisk,24
tys,6
tysk,251
tyskbesat,2
tyskland,234
tysklandsarbejd,2
tyson,3
tyssed,4
tyv,81
tyvedobl,2
tyvekost,2
tyveri,19
tyvetog,1
tzanakopoulo,2
tzvi,2
tå,5
tåb,3
tåen,1
tåg,19
tål,58
tålfor,1
tålmod,46
tålt,4
tår,125
tårbæk,1
tårega,4
tårekanal,2
tårn,9
tårnby,8
tårnhøj,5
tårnhøjt,4
tåspids,1
tåstrup,3
tæer,10
tæern,8
tæl,123
tælling,2
tæm,3
tænd,143
tænk,1564
tænkebok,2
tænkeom,1
tænkepaus,5
tænketank,25
tænkning,3
tænksom,2
tænktejeg,1
tæp,87
tær,10
tæred,4
tærskel,2
tærskl,7
tæsk,19
tæskedeog,1
tæt,777
tætbefolked,2
tætbyg,2
tætpak,4
tætpakked,1
tætsamarbejdemellem,2
tætsid,3
tættest,9
tæv,6
té,1
tøes,1
tøffed,3
tøgern,4
tøj,221
tøjbams,2
tøjbunk,1
tøjbutik,3
tøjdyr,7
tøjfibr,1
tøjfirma,3
tøjhan,1
tøjhusgad,4
tøji,1
tøjindsaml,1
tøjindsamling,1
tøjindustri,1
tøjkollektion,1
tøjkæd,1
tøjl,10
tøjmærk,1
tøjmæs,1
tøjproducent,2
tøjstativ,2
tøjstil,4
tøjt,2
tøjtil,3
tøjvalg,2
tøjvask,2
tølløs,6
tøm,22
tømmerhug,1
tømmermænd,6
tømr,69
tømrerchef,2
tømrerelev,9
tømrerjob,3
tømrerlærling,4
tømt,33
tøn,4
tønd,57
tøndebomb,1
tønderp,4
tøndersag,6
tønnes,1
tønsberg,2
tør,223
tørdrag,2
tøris,1
tørk,6
tørklæd,7
tørlæg,3
tørn,6
tørned,2
tørnæs,16
tørnæsforeslår,2
tørnæshar,2
tørred,4
tørretumpl,2
tørst,16
tørt,12
tørvejr,2
tøs,3
tøsedreng,2
tøseseri,1
tøsetur,3
tøv,21
tøved,6
uacceptabel,6
uacceptabelt,60
uacceptabl,2
uadskil,4
uae,3
uafbrud,12
uafgjort,4
uafhæng,59
uafhængighedsafstemning,2
uafhængighedsbevæg,12
uafhængighedsdag,4
uafhængighedsparti,2
uafklar,5
uafklared,2
uafvend,1
uafvis,1
uagt,7
uagtsom,13
uagtsomt,26
ualmind,22
ualmindeligtat,1
uambitiøst,2
uaned,2
uanmeld,6
uans,235
uansethvor,2
uansetom,1
uanstænd,13
uansvar,16
uantast,2
uart,1
ub,1
ubalanc,5
ubarb,2
ubarmhjert,4
ubearbejd,1
ubebo,3
ubefar,2
ubegav,1
ubegrib,14
ubegrund,4
ubegræns,2
ubehag,177
ubehagelighed,2
ubehandl,3
ubehandled,2
ubekend,3
ubekymr,15
ubekymred,3
ubelej,1
ubemanded,4
ubemærk,4
ubenytted,2
uber,15
uberet,22
uberettiged,15
uberørt,2
ubesat,31
ubesejr,6
ubeskriv,14
ubeskyt,24
ubeskytted,2
ubeslutsom,2
ubestemt,20
ubesvar,4
ubesvared,9
ubesvær,5
ubetalt,3
ubeting,31
ubetråd,2
ubetyd,7
ubetænksomt,6
ubevidst,8
ubevæbned,2
ubevæg,4
ubhudplejesalon,1
ublod,2
ubrug,7
ubryd,2
ubs,1
ubumi,1
ubumiat,1
ubumii,1
ubådhm,2
ubådssag,1
ubær,15
uc,5
ucc,7
ucensur,1
uci,14
ucsj,3
ud,2
udad,5
udadgå,1
udadreag,17
udadtil,18
udadvend,28
udan,3
udannelsesminist,2
udansk,3
udarbejd,82
udarbejded,3
udbasun,9
udbed,1
udbedr,3
udbedring,4
udbetal,36
udbetaling,18
udbetalt,97
udblæsning,1
udblød,2
udbred,102
udbring,2
udbrud,226
udbryd,29
udbryderhun,2
udbrænd,7
udbrød,29
udbud,52
udbudsklinik,1
udbudssted,2
udbyd,19
udbyg,14
udbygning,9
udbyt,3
udbytning,2
uddan,1892
uddanned,56
uddannelse,2
uddannelseman,1
uddannelsenlig,1
uddannelseog,1
uddannelseri,1
uddannelserik,1
uddannelsesaktivitet,2
uddannelsesallianc,1
uddannelsesansvar,2
uddannelsesbalanc,5
uddannelseschef,2
uddannelsesforbund,1
uddannelsesforløb,6
uddannelsesforsk,7
uddannelsesforskning,1
uddannelsesgr,2
uddannelsesgrup,4
uddannelsesguid,1
uddannelsesindstitution,1
uddannelsesinistutition,1
uddannelsesinstitution,34
uddannelseskoncept,2
uddannelseskonsulent,1
uddannelsesloft,32
uddannelseslæg,1
uddannelseslæng,1
uddannelsesløft,1
uddannelsesmarked,2
uddannelsesmiljø,2
uddannelsesminist,13
uddannelsesministeri,5
uddannelsesmu,4
uddannelsesmæs,2
uddannelsesniveau,20
uddannelsesområd,7
uddannelsesoptag,1
uddannelsesordfør,34
uddannelsesorlov,1
uddannelsespak,2
uddannelsesparathedsvurdering,1
uddannelsesplad,2
uddannelsesplads,47
uddannelsespladserfra,2
uddannelsesplan,2
uddannelsesplanlægning,2
uddannelsespolitik,6
uddannelsesproblem,3
uddannelsesredaktør,1
uddannelsesreform,3
uddannelsesret,3
uddannelsesretning,2
uddannelsessamarbejd,2
uddannelsesskala,2
uddannelsessnobberi,3
uddannelsesstart,2
uddannelsessted,27
uddannelsesstilling,19
uddannelsessystem,16
uddannelsessøg,3
uddannelsessøgning,1
uddannelsestilbud,10
uddannelsesudbud,4
uddannelsesudspil,4
uddannelsesvalg,6
uddannelsesweekend,2
uddannelsesystem,2
uddannelsesår,2
uddannelsesønsk,1
uddanner,3
uddannetdekoratør,31
uddannetosteopatisk,2
uddannetsygeplejersk,3
uddel,43
uddeleg,8
uddeling,19
uddelt,10
uddelttil,1
uddevalla,5
uddloft,3
uddpol,3
uddrag,9
uddragaf,2
uddyb,101
uddybed,8
uddybning,4
uddø,2
ude,667
udebanefan,2
udeblev,16
udebliv,25
udebo,3
udeforstå,2
udefra,45
udefrakom,9
udeft,2
udehold,3
udekamp,1
udekøkken,1
udelad,4
udeluk,234
udelukked,1
udelukkendehar,1
udelukkendekig,1
udemokratisk,1
uden,2021
udenad,8
udend,2
udendør,19
udendørsaktivitet,2
udendørsareal,2
udendørsfest,1
udendørsliv,1
udendørsstævn,2
udenfor,216
udenforstå,4
udenlandsk,153
udenlandskarbejdskraft,1
udennog,1
udenom,30
udenomssnak,1
udenpå,4
udenr,6
udenrigsminist,78
udenrigsministeri,73
udenrigsministerium,15
udenrigsministermød,1
udenrigsministervilly,2
udenrigsministr,5
udenrigsordfør,5
udenrigspolitik,4
udenrigspolitisk,25
udenrigspolitiskemålsætningerfrem,1
udenrigspolitisknævn,3
udenrigstjenest,5
udenrigsudvalg,2
udestå,4
udestår,4
udet,2
udetemperatur,1
udfald,38
udfaldstrued,10
udfar,1
udfas,6
udfasning,11
udflugtsmål,1
udflykfcu,4
udflyt,18
udflytning,40
udflytningsaftal,6
udflytningsagenda,2
udflytningsambition,1
udflytted,6
udflåd,4
udfold,12
udfolded,1
udfor,2
udfordr,204
udfordred,9
udfordredefør,1
udfordring,607
udfordringenat,2
udfordringsr,2
udfordringsret,2
udform,18
udformning,3
udforsk,9
udfra,5
udfyld,40
udfylderpå,3
udfyldning,1
udfærd,3
udfør,194
udførerhvert,3
udførescirka,2
udført,98
udgang,98
udgangsbestem,1
udgangsdør,3
udgangsforbud,29
udgangspunk,178
udgangspunktvær,2
udgav,106
udgaveaf,3
udgavgloria,1
udgavsin,16
udgift,136
udgifterneflyt,2
udgifterog,2
udgiftspres,1
udgiftssid,1
udgiftsstop,3
udgiftsvækst,4
udgik,4
udgiv,103
udgjord,10
udgjort,2
udglat,2
udgå,13
udgår,1
udgør,80
udgøriltcirka,2
udhold,11
udholden,11
udholdenhedsatlet,2
udholdenhedstræningog,2
udhul,4
udhuling,2
udhus,2
udi,3
udig,2
udjævn,2
udk,4
udkald,1
udkant,23
udkantsdanmark,1
udkantsområd,3
udkast,19
udkigspost,1
udklip,2
udklipped,1
udklæd,4
udklædning,8
udkom,45
udkomhavd,3
udkomn,2
udkårn,3
udkør,5
udkørsel,1
udkørt,6
udland,140
udlandsagentur,2
udlandschef,1
udlandsdansk,3
udlandseventyr,1
udlandsophold,2
udlandspraktik,1
udlandsrejs,3
udlandsret,2
udled,7
udledning,4
udlej,1
udlejningsbo,1
udlejningspris,1
udlev,92
udlevering,6
udleveringsaftal,2
udleveringsklinik,1
udleveringslov,2
udleveringssag,1
udlewlzrh,3
udlicit,4
udlicitering,1
udlign,13
udligning,1
udluftning,14
udlån,2
udlånstid,1
udlæg,3
udlægning,15
udlænding,86
udlændingecent,35
udlændingecentr,6
udlændingedebat,5
udlændingei,2
udlændingekontrol,2
udlændingelov,5
udlændingeminist,3
udlændingeområd,19
udlændingeordfør,4
udlændingeordførernas,1
udlændingepolitik,30
udlændingestramning,1
udlændingestyr,8
udlændingeudgift,2
udlængsel,2
udlært,2
udløb,50
udløbsdato,6
udløbstid,2
udløs,44
udløst,64
udløste,1
udmagr,2
udmagred,1
udmarvedehund,2
udmat,51
udmatted,10
udmeld,6
udmelding,82
udmeldingenhar,3
udmåling,1
udmålt,4
udmærk,32
udmærked,2
udmønt,13
udmønted,1
udmøntning,2
udnyt,98
udnytted,6
udnævn,13
udnævnt,29
udokument,16
udom,1
udov,228
udpeg,75
udpeged,11
udpin,1
udpluk,15
udposning,61
udpræg,8
udpræged,1
udpumpning,9
udpå,2
udrad,1
udramatisk,7
udred,43
udredning,76
udredningsarbejd,2
udredningsforløb,1
udredningsgaranti,5
udredningsr,2
udredningstid,1
udregn,11
udregning,15
udregningsmetod,3
udrejsecent,6
udrensning,2
udret,9
udringed,1
udrul,4
udrulning,16
udrustning,1
udryd,35
udryddelseslejr,4
udrykkerhold,3
udrykning,28
udrykningsag,1
udrykningshold,1
udrykningskoncept,6
udrykningskøretøj,2
udrykningskørsel,2
udrykningsteam,1
udrykningstid,1
udrykningstjenest,1
udråb,1
udråbstegn,2
udråbt,13
uds,154
udsagn,64
udsagnsord,2
udsagnsygeplejerskenom,1
udsat,458
udse,23
udseend,3
udseendemæs,2
udsend,197
udsendelsesposition,1
udsendelsesprocedur,2
udsending,6
udsendttil,2
udsigtsløs,6
udsigtsplatform,1
udskam,2
udskar,2
udskej,4
udskift,14
udskiftning,19
udskil,6
udskillelsesproces,2
udskilningsløb,2
udskilt,2
udskoling,2
udskrab,2
udskrabning,4
udskrev,207
udskrevn,3
udskrift,6
udskriv,122
udskrivelsespapir,2
udskrivning,13
udskrivningbent,9
udskrivningskriteri,2
udskud,183
udskyd,103
udskæld,20
udskænkning,1
udskænkningssted,1
udskød,12
udslag,18
udslagsgiv,2
udslet,5
udslip,10
udslusningsafdeling,2
udslusningslej,2
udslæt,27
udsnit,11
udsolg,6
udspand,2
udspekul,1
udspil,230
udspiled,2
udspilled,16
udspilletskal,13
udsprang,7
udspring,13
udspurg,1
udspørg,5
udstak,2
udstation,18
udstationering,1
udsted,46
udstik,2
udstil,36
