titles,sub_header,h2,content,author,tag,date,link,source
"EM, corona og rejselyst får sygeplejerskestrejke til at drukne i medierne","Det er opsigtsvækkende, hvor lidt opmærksomhed sygeplejerskestrejken har fået, lyder det fra kommunikationseksperter. ",Kommunikationsekspert: En usynlig strejke DSR: Vi er i rigtig mange medier hver dag Sygeplejerskerne har været for utydelige i krav Ros til græsrødderne,"Med et swipe til højre på den populære dating-app tinder risikerer du ikke kun at møde en kommende flirt. For selvom profilteksten ""sød, kærlig og meget mere værd"", lyder som noget, der kunne blive til en potentiel god aften, så er det noget helt andet, Sheila Petersen, der står bag profilen, er ude efter. Nemlig at få flere danskere til at spærre øjnene op for sygeplejerskernes strejke, forklarer tinderprofilens ophavskvinde, der er sygeplejerske og tillidsrepræsentant på Rigshospitalet. - Vi har valgt at gå på tinder for at få aktivismen ind i 2021 og for at møde nogle andre end dem, vi møder, når vi demonstrerer andre steder i byen. Det er en måde at udvide kendskabet til vores strejke på. Men der er meget andet end sygeplejerskernes strejke, der har fyldt i danskernes bevidsthed. Det viser en undersøgelse, som analysebureauet Infomedia har lavet på vegne af DR. Infomedia har kigget på de største mediedagsordener igennem den seneste måned og sammenholdt dem med mediedækningen af sygeplejerskestrejken. Særligt EM i fodbold og coronahistorier om vaccination, test og delta-varianten har stjålet overskrifterne. Det genkender Sheila Petersen: - Der har været mange andre ting, der har taget fokus. Så selvfølgelig er det udfordrende at strejke på et tidspunkt, hvor folk har lyst til at koble af og have fokus på hyggelige og gode oplevelser, fortæller hun. Dansk Sygeplejeråds formand Grete Christensen kalder imidlertid tidspunktet for strejken ""fantastisk"". - Solen skinner, der er mange mennesker på gaden, og sygeplejerskerne kommer ud og får delt budskaberne, siger hun. Hun mener ikke, at andre dagsordener har skygget for sygeplejerskernes strejke. - Vi har ikke oplevelsen af, at vi har fået fjernet noget fra os. Vi synes, vi har været en del af det danske billede i denne tid, siger Grete Christensen. Helt anderledes er dommen dog hos to kommunikationseksperter, der har fulgt sygeplejerskernes strejke den seneste måned. - Jeg synes, det er opsigtsvækkende, at sygeplejerskerne får så lidt opmærksomhed, som de gør, lyder det fra Tine Lund-Bretlau, der er partner i kommunikationsbureauet White Cloud og har en fortid som pressechef i Femern A/S, Børns Vilkår og som særlig rådgiver for Marianne Jelved. - Det er desværre en usynlig strejke for sygeplejerskerne. Der er corona, rejsevejledninger, vi har en dejlig sportssommer, og det gør det nærmest umuligt for sygeplejerskerne at trænge igennem og få opbakning til deres konflikt, lyder det fra Troels Johannesen, der er selvstændig strategisk kommunikationsrådgiver. De strejkende sygeplejersker har ikke formået at gribe mediedagsordnen godt nok, og det er et problem, lyder det fra to kommunikationseksperter herunder. Og selvom medieomtale ikke er et succeskriterium for en strejke, så kan det alligevel få betydning for strejkens resultat, hvis strejken overskygges af andre dagsordener. - Jeg tror, at sygeplejerskerne taber kampen om den offentlige mening. Der er ikke ret mange mennesker at tale med, de får ikke særligt meget mediedækning, og deres budskab er uklart. Det gør det svært at lægge pres på politikerne, siger Tine Lund-Bretlau. - Man har et forklaringsproblem hos sygeplejerskerne i forhold til, at man ikke har været dygtige nok til at ramme med sine budskaber og gøre dem markante overfor danskerne, lyder det fra Troels Johannsen. Grete Christensen ønsker i interview med DR ikke at besvare spørgsmål om den konkrete Infomedia-undersøgelse, men kommer med følgende skriftlige svar på mail: - Det giver ingen mening at veje mediedækningen af sygeplejerskernes strejke op imod en sportsbegivenhed. Det er da klart, at internationale sportsevents som EM og Tour de France dækkes langt mere af medierne, fordi det har et stort publikum. Og da især under dette EM. Vi er utroligt glade for den store opbakning, vi får fra danskerne. Formanden vi dog gerne tale om den generelle mediedækning, og hun mener ikke, at strejken har været usynlig: - Når jeg kigger på vores medieovervågning de sidste fire uger, så har vi været i rigtig mange medier hver eneste dag, også i lokale medier. Samtidig er der utrolig mange aktiviteter på gader og stræder. Det er stort set ikke en by, hvor man ikke har set sygeplejersker gå i rødt. Én ting er mængden af omtale - noget andet er kvaliteten af den. Her peger begge kommunikationseksperter på, at dagsordnen har været mudret. Det gælder blandt andet på spørgsmålet om løn, som har været omtalt i mange medier. - Det er altid svært at tale om tal, løn, grundløn, bruttoløn og så videre. Og det er svært, når der går talkrig i den. Så giver det en mudret billede, og så er det svært at trænge igennem med sit hovedbudskab. Den præmis er Grete Christensen dog ikke enig i. - Jeg synes, vi har været meget klare i budskaberne omkring, hvorfor sygeplejerskerne har sagt nej. De ønsker noget mere i løn, og det synes jeg, vi er kommet meget tydeligt igennem med. I strejker for bedre løn, men der er ikke nogen konkrete tal på, hvad det er, I gerne vil opnå? - Vi går efter en højere grundløn, vi taler om, at vi er blevet forkert indplaceret i tjenestemandsreformen i 1969. Det er hovedbudskabet i denne her konflikt, og det tror jeg sådan set, at de fleste danskere har forstået. Men det kan måske være svært at forstå, hvor meget I egentligt gerne vil have. Er det 500 kroner mere i måneden, eller er det 5.000? - Jeg tænker, at det er en diskussion, vi skal have med arbejdsgiveren, når vi engang mødes om, hvordan vi får sygeplejerskerne tilbage på arbejde igen. Så det betyder? - Det er et underligt spørgsmål, for det er vel ikke det, befolkningen er interesseret i. Befolkningen er interesseret i, at vi får en højere løn og nogle bedre arbejdsvilkår. Hvor meget højere, lønnen skal være, skal vi og arbejdsgiverne finde ud af. Og meget tyder da også på, at sygeplejerskerne nyder generel opbakning i befolkningen. I meningsmålinger foretaget af Epinion for DR siger flertallet af de adspurgte, at de støtter strejken. Der er dog næsten ligeså mange, som hverken støtter eller er imod strejken. Ét sted er der dog også ros til sygeplejerskerne, og det er til de kampagner, som særligt aktivistiske sygeplejersker har kørt udenfor de traditionelle medier. - Det betyder rigtigt meget, at man har nogle græsrødder, der tager et selvstændigt initiativ og som kan kommunikere, siger Troels Johannesen. Selvom Sheila Petersen har taget alternative midler i brug for at sprede budskabet om strejken med sin tinder-profil, er hun ikke overrasket over, at sygeplejerskestrejken ikke har fyldt mere i medierne. - Det er udfordrende at strejke, når man er offentligt ansat. Det er svært at ramme sin arbejdsgiver med samme effekt, som man kan, hvis man arbejder på en knaldperlefabrik, hvor man bare kan stoppe produktionen. Vi skal stille med nødberedskaber. Det gør nok også, at det ikke bliver en ligeså interessant historie. Tingene kommer ikke på spidsen på samme måde. Men måske hjælper det at tage alternative midler i brug. På tinder vælter det i hvert fald ind med matches. - For nogle går der lige lidt tid, før de finder ud af, at man ikke søger en kæreste. Men alle tilbagemeldinger har været super positive.",Mikkel Jensen,Penge,2021-07-21T04:38:00+00:00,https://www.dr.dk/nyheder/penge/em-corona-og-rejselyst-faar-sygeplejerskestrejke-til-drukne-i-medierne,DR
,,,,,,,https://www.dr.dk/nyheder/tema/studieoptag-2021,DR
Frontpersonale fyret efter langtidssygemeldinger med coronasenfølger - ministre kaldt i samråd,,,,Lotte Sørensen,,2021-07-29 00:00:00,https://www.dr.dk/nyheder/seneste/frontpersonale-fyret-efter-langtidssygemeldinger-med-coronasenfoelger-minstre-kaldt,DR
Færre søger til velfærdsuddannelser: 'Det er virkelig en krise',"Der kommer til at være brug for sygeplejersker, lærere og pædagoger i fremtiden. Alligevel er antallet af optagne ikke steget. Det er problematisk, vurderer ekspert. ",Christiansborg drømmer om flere velfærdsuddannede Flere bliver klogere,"- Det er virkelig en krise og noget, som kan ramme os allesammen, hvis ikke man finder en eller anden form for løsning på det. Sådan siger uddannelsesredaktør på Politiken Jacob Fuglsang om den udvikling, der er sket med antallet af ansøgere til velfærdsuddannelser i Danmark. Meldingen kommer, fordi der i nat bliver givet besked til de 93.388 spændte studieansøgere, der har søgt ind på en videregående uddannelse. Men antallet af personer, der nu vil kunne se frem til at blive sygeplejerske, pædagog eller lærer, er altså ikke steget de seneste år. For selvom sygeplejerske er den næstmest søgte uddannelse, så er antallet af ansøgere faldet de seneste år. Det samme billede gælder for lærer og pædagog. - Ser man på søgningen til uddannelserne, så er den faldet over hele linjen. Ser man på optaget, så er det stagneret. Det ligger mere eller mindre, hvor det har ligget i mange år, fortæller Jacob Fuglsang. I Folketinget er der et ønske om, at mængden af arbejdskraft på netop velfærdsområderne øges. Det skyldes blandt andet, at der kommer flere børn og flere ældre, der får brug for både dagpleje og sygepleje. - Håbet fra politisk side er langt flere! For der er brug for så mange, som der er. Der er allerede nu mangel på uddannede lærere, der er allerede meget stor mangel på pædagoger derude, siger Jacob Fuglsang. Og det, at antallet af ansøgere falder år efter år, er det, der skaber problemer i fremtiden, siger Jacob Fuglsang. Også selvom lærer, sygeplejerske, pædagog og socialrådgiver alle er på top-20 over de mest søgte uddannelser. - Det er rigtigt, at det er kæmpe uddannelser, men det er også uddannelser, der er et enormt behov for i samfundet. Både fordi der er nogen, der skal pensioneres, men også fordi vi allerede nu mangler arbejdskraft på flere af områderne. Samme udvikling noterer uddannelses- og forskningsminister Ane Halsboe-Jørgensen sig. - Det modsvarer desværre ikke de store ambitioner, regeringen har på velfærdssamfundets vegne, siger hun og uddyber - Det vil sige, at når vi foreksempel gerne ser flere pædagoger til vores mindste børn i daginstitutionerne, så har vi også brug for at uddanne nogen flere. Derfor havde jeg da gerne set, at vi i stedet for at optage 4.800 nye studerende påpædagoger var kommet endnu højere op. Men der er også godt nyt at hente i tallene for ansøgninger og antallet af optagede, vurderer Jacob Fuglsang. - For det første er det altid glædeligt for en uddannelsesredaktør, at så mange søger og så mange kommer ind. 67.425 vil nemlig i nat få besked om, at de er kommet ind på en videregående uddannelse. I alt har 93.388 søgt ind. Og det er det næsthøjeste antal optagne nogensinde. Kun overgået af tallet fra sidste år, hvor 69.529 fik den glædelige nyhed. - Så bliver vi jo klogere allesammen, påpeger Jacob Fuglsang med henvisning til, at så mange tusinder nu kan sætte sig på skolebænken for at lære nyt. Lige så positiv er han over, at IT-området har formået at rekruttere kvinder til deres uddannelser: - Selvom der er en tilbagegang på IT-området, som bekymrer rigtig mange, ikke mindst i erhvervsorganisationer, så er det faktisk lykkedes at få flere kvinder til at søge ind på de uddannelser og ligesom skære igennem hørmen af pizzabakker og colaer ude i IT-sektoren. Og det er godt for en sektor, der ellers ligesom velfærdssektoren er i stor risiko for manglende arbejdskraft i fremtiden: - Det er der jo perspektiv i, fordi det på længere sigt kan afhjælpe en mangel, der faktisk er i samfundet, slutter Jacob Fuglsang.",Cecilie Frederiksen,Indland,2021-07-27T18:45:00+00:00,https://www.dr.dk/nyheder/indland/faerre-soeger-til-velfaerdsuddannelser-det-er-virkelig-en-krise,DR
Fik du afslag på din studieansøgning? Her er fem gode råd,Find årsagen. Søg vejledning i god tid. Og lad være med at gå i panik. ,,"Måske modtog du i dag et afslag på din studieansøgning. Det kan betyde bristede drømme og modløshed. Men hvad kan du gøre? Den nationale vejledningsinstitution Studievalg Danmark kommer her med fem gode råd til de studieansøgere, som ikke kom ind på en videregående uddannelse: Ifølge Studievalg Danmark er det en god idé at finde ud af, hvorfor du ikke blev optaget på uddannelsen. Blev adgangskvotienten for høj? Gik optagelsesprøven ikke, som den skulle? Skal du kvalificere din kvote 2-ansøgning? Årsagen til dit afslag kan nemlig hjælpe dig videre med, hvad du skal gøre næste gang. - Du skal også undersøge, om det overhovedet kan betale sig at søge ind på den samme uddannelse igen. Du må se dig selv i øjnene og være realistisk, siger direktøren i Studievalg Danmark, Mathilde Tronegård. Hvis du meget gerne vil starte på en uddannelse nu, kan du tjekke de ledige studiepladser eller overveje en erhvervsuddannelse. Du reflekterede sikkert en hel del, da du skulle vælge uddannelse, og den refleksion kan du muligvis bruge til at finde et lignende eller helt andet studie at søge ind på. - Men søg kun ind på en uddannelse, som interesserer dig, og hvor du kan se dig selv blive tilfreds og dygtig. Selvom du ikke har lang tid til at overveje dit næste træk, så tænk dig om. Lad være med at gå i panik, siger Mathilde Tronegård. Du kan finde listen med uddannelserne, der har ledige studiepladser, på Uddannelses- og Forskningsministeriets hjemmeside. Det er en god idé at begynde tidligt med at overveje, hvordan du kan kvalificere dig til næste gang, du skal søge ind på en uddannelse. Skal du eksempelvis søge ind via kvote 2, kan du orientere dig om kvote 2-kriterierne på uddannelsesstedets hjemmeside. - Vær grundig, for uddannelserne kan have meget forskellige kriterier, forklarer Mathilde Tronegård. Klarede du derimod ikke optagelsesprøven, kan du naturligvis forsøge igen. - Men overvej, om du kan gøre noget aktivt for at forbedre dine chancer til prøven, siger Mathilde Tronegård. Måske skal du tænke bredere ved at overveje en anden uddannelse eller en anden studieby. Ifølge Studievalg Danmark kan man ofte finde alternativerne ved eksempelvis at zoome ind på den faglighed, man gerne vil arbejde med. - Sørg for at have flere drømme. Der findes sandsynligvis flere spændende veje for dig, end du tror. På den måde får du flere mulige uddannelser, som du ville blive glad for, siger Mathilde Tronegård. Et afslag kan sagtens være forbundet med usikkerhed om, hvordan du skal komme videre, og det kan resultere i rigtig mange spørgsmål. Du skal sandsynligvis lige sunde dig. Og det er fint. Men rådet fra Studievalg Danmark vil alligevel lyde: ‘Søg vejledning i god tid’. - Mange kommer alt for sent, og pludselig er der ikke tid nok til at kvalificere sig eller overveje de alternative uddannelsesmuligheder, siger Mathilde Tronegård. Du kan søge vejledning hos Studievalg Danmark, eVejledning eller henvende dig direkte til uddannelsesstederne.",Henrika Hermann Hansen,Indland,2021-07-28T08:48:00+00:00,https://www.dr.dk/nyheder/indland/fik-du-afslag-paa-din-studieansoegning-her-er-fem-gode-raad,DR
Cykellegende tester: Hvor vild er en højteknologisk racercykel?,Kan en topmoderne Tour de France-cykel køre fra en gammel stålracer? Brian Holm tester.,,,Christian Klein,Indland,2021-07-09T03:42:00+00:00,https://www.dr.dk/nyheder/indland/cykellegende-tester-hvor-vild-er-en-hoejteknologisk-racercykel,DR
Landbrugsstyrelsen: Tjek frugt og grønt for skadedyr,,,,Mathias Oldager,,2021-07-16 00:00:00,https://www.dr.dk/nyheder/seneste/landbrugsstyrelsen-tjek-frugt-og-groent-skadedyr,DR
"Færre vil tage sig af børn og syge: 'De her tal er virkelig, virkelig et wakeup-call'",Antallet af ansøgere til de fire største velfærdsuddannelser falder. ,Pædagoguddannelsen særligt hårdt ramt Minimumsnormeringer presser institutionerne Brug for politisk handling nu S lover handling,"Færre drømmer om at blive sygeplejerske, lærer, socialrådgiver og pædagog. Det er billedet, efter at Uddannelses- og Forskningsministeriet mandag har offentliggjort tallene for, hvilke uddannelser flest har søgt ind på i år. Siden 2016 er de fire store såkaldte velfærdsuddannelser blevet mindre populære blandt dem, der søger ind på en videregående uddannelse. Og den negative tendens forsætter altså, viser de nye tal. Det er et 'enormt problem,' siger Stina Vrang Elias, som er direktør for Tænketanken DEA, der følger uddannelsesområdet tæt. - Jeg er dybt bekymret, og jeg havde håbet på noget andet og bedre for Danmark, siger hun og tilføjer: - De her tal er virkelig, virkelig et wakeup-call til, at nu skal vi have sat ind og få undersøgt, hvordan vi ændrer det her mønster. Også Camilla Wang, som er rektor på Professionshøjskolen Absalon, der har uddannelser i en rækkke sjællandske byer, er bekymret. Hun hæfter sig ved, at ansøgertallene ikke kun har været dalende ét år. - Vi ser jo ikke bare, at velfærdsuddannelserne falder med fire procent et enkelt år for så at rette sig op. Det er en udvikling, som bare går den helt forkerte vej, siger rektoren, der også er næstformand for Danske Professionshøjskoler. Hun henviser også til, at vi frem mod 2030 går ind i en periode med mindre ungdomsårgange, men samtidig kommer der ifølge hende flere små danske børn og flere ældre. Det er netop de grupper som for eksempel pædagoger, lærere og sygeplejersker tager sig af, pointerer hun. - Når vi kobler de mindre ungdomsårgange med, at de faldende ansøgertal har stået på så længe, så ser vi ind i noget, der næsten kan være hel katastrofe, siger Camilla Wang. Én af de uddannelser, som er særligt hårdt ramt, er pædagoguddannelsen. I 2016 satte 7.195 ansøgere kryds ved pædagoguddannelsen som deres førsteprioritet. I 2021 har 5.644 personer haft pædagoguddannelsen som deres førstevalg. Det svarer til et fald på næsten 22 procent på seks år. Og det vækker bekymring blandt en række dagtilbudsledere, DR har talt med. Her har man nemlig allerede nu svært ved at skaffe uddannede pædagoger. - Vi kan sagtens få masser af uuddannede, men det er ikke det, vi har brug for. Vi har brug for kvalificerede medarbejdere, der kan gå ind i arbejdet med børnene på en helt anden måde, end man kan, når man ikke er uddannet, siger Mette Steen Sørensen, som er leder af Kolt Hasselager Dagtilbud, der ligger godt ti kilometer uden for Aarhus Centrum. Derfor er hun trist over at se, at ansøgertallene fortsætter med at falde til pædagoguddannelsen. - Jeg tænker, det er ærgerligt. Det er ærgerligt for vores fag, og det er rigtig ærgerligt for vores børn, siger hun. De kommende år er der udsigt til, at landets børnehaver og vuggestuer får brug for endnu flere uddannede pædagoger. Det skyldes blandt andet, at der er indført nye regler om minimumsnormeringer. Aftalen om minimumsnormeringer betyder, at der senest i 2024 skal være minimum én pædagogisk medarbejder per tre vuggestuebarn og mindst én pædagogisk medarbejder om seks børnehavebørn. Det uden at andelen af uddannet personale i daginstitutionerne må falde. Ifølge Undervisningsministeriet svarer de penge, der er sat af til minimumsnormeringer, til, at der i 2024 vil være 3.900 flere pædagogiske medarbejdere i landets børnehaver og vuggestuer. Tallet er dog behæftet med betydelig usikkerhed. For eksempel er der ikke taget højde for et stigende børnetal i beregningerne, oplyser ministeriet. I Aarhus Kommune, hvor det dagtilbud, Mette Steen Sørensen er leder af, ligger, viser kommunens egne beregninger, at kommunen om fem år vil have brug for 600 flere medarbejdere med en pædagogisk uddannelse. Det kan for eksempel være uddannede pædagoger og pædagogiske assistenter. Men Thomas Medom (SF), som er børne- og ungerådmand i Aarhus Kommune, har svært ved at se, hvor han skal finde de ekstra medarbejdere. - Lige nu får vi få ansøgere til vores pædagogstillinger, og allerede nu er det nogle gange nødvendigt at lave genopslag på stillingerne. Det er en kæmpestor problemstilling, siger han og tilføjer: - Vi ser ind i, at vi kan blive nødt at ansætte mere ufaglært arbejdskraft, og det vil vi meget nødig, for det betyder altså noget for kvaliteten. Derfor er han også ærgerlig over, at ansøgertallene til pædagoguddannelsen nu falder for sjette år i træk. - Det er alvorligt. Vi har brug for alle gode kræfter nu for at sikre, at flere søger mod de pædagogiske uddannelser. Det er ikke noget, de enkelte kommuner eller uddannelsesinstitutioner kan løse alene. Vi har brug for, at alle parter samles om samme bord, mener Aarhus-rådmanden. Tænketanken DEA har netop lavet en ny analyse, som undersøger de unges uddannelsesvalg gennem de seneste femten år. Analysen viser, at antallet af ansøgere til landets videregående uddannelser generelt er steget det seneste årti. Det gælder også for det, der bliver kaldt de fire store velfærdsuddannelser; pædagog-, sygeplejerske-, lærer- og socialrådgiveruddannelsen. Men i 2016 sker der en ændring. Her begynder søgningen til de store velfærdsuddannelser at dale. Faldet er størst for pædagoguddannelsen. - Det er et enormt problem for vores samfund. Man kan måske godt forestille sig, at vi skal rekruttere en molekylærbiolog eller en it-ingeniør fra udlandet, men at forestille sig, at vi skal ud at finde lærere og pædagoger, som ikke er uddannet i Danmark, tror jeg, vil være virkelig svært, siger Stina Vrang Elias, direktør ved DEA. Hun mener, at tiden for alvor er inde til at se på, hvordan særligt pædagoguddannelsen bliver gjort mere attraktiv i de unges øjne. For eksempel opfordrer hun til, at man bliver bedre til at formidle, hvad pædagogjobbet går ud på, og hvor stor betydning det har. Ligesom hun også mener, der skal postes flere penge i selve uddannelsen. - Og så handler det også om at se på de arbejdsvilkår, der venter, når man er færdiguddannet. Der er mange greb, vi skal skrue på, vurderer DEA-direktøren. Også Camilla Wang fra Danske Professionshøjskoler efterlyser politisk handling nu. Hun opfordrer politikerne på Christiansborg til at tage initiativ til at lave en national rekrutteringsplan for velfærdsuddannelserne. - Vi er nødt til at gå helt tilbage til folkeskolerne og ungdomsuddannelserne for at se på, hvordan vi allerede der får vakt en interesse for de her fag, siger hun. - Vi skal virkelig 360 grader rundt om de her uddannelser. Det er ikke bare en skrue, der skal skrues på, men flere samtidig, mener hun. På Christiansborg hæfter Socialdemokratiets forsknings- og uddannelsesordfører, Bjørn Brandenborg, sig ved, at pædagog- og sygeplejerskeuddannelserne trods tilbagegangen stadig er de to mest søgte uddannelser i Danmark. Han henviser samtidig til, at regeringen allerede har sat 170 millioner kroner ekstra af til pædagoguddannelsen. Ligesom der er sat gang i en evaluering af uddannelsen, som lander til efteråret. Han lover dog, at der er flere tiltag på vej for at sikre nok lærere, sygeplejersker, pædagoger og socialrådgivere til fremtiden. - Vi er ni partier i Folketinget, som for nylig har indgået en aftale om at sikre uddannnelser i hele landet. Vi kommer også til at se på, hvordan vi styrker ikke bare pædagoguddannelsen, men velfærdsuddannelserne generelt, siger han.",Trine Hørlyck Bech,Indland,2021-07-05T18:53:00+00:00,https://www.dr.dk/nyheder/indland/faerre-vil-tage-sig-af-boern-og-syge-de-her-tal-er-virkelig-virkelig-et-wakeup-call,DR
Tjekkiet giver to ekstra feriedage til vaccinerede offentligt ansatte,,,,Lotte Sørensen,,2021-07-30 00:00:00,https://www.dr.dk/nyheder/seneste/tjekket-giver-ekstra-feriedage-til-vaccinerede-offentligt-ansatte,DR
Læge eller fysioterapeut? Blodpropundersøgelser skifter hænder,"På Slagelse Sygehus har personalemangel ført til, at det nu er fysioterapeuter, der undersøger patienter for blodpropper i arme og ben.  ",Tryggere og hurtigere for patienterne Fysioterapeuternes nye rolle er også en fordel for lægerne,"Når blodpropper opstår i armen eller benet, kan det ende med flere timers ventetid på behandling, fordi der er mangel på sygeplejersker på hospitalernes akut-afsnit. Men det vil de nu gøre op med på Slagelse Sygehus. Her overtager fysioterapeuterne som det første sted i landet de patienter, der skal behandles for blodpropperne. Casper Høj Madsen har i det seneste halvandet år arbejdet som fysioterapeut på Slagelse Sygehus, og han er ikke nervøs for den nye opgave. - Det er jo et stort ansvar, men et ansvar, vi som fysioterapeuter godt kan løfte. Vi har en god uddannelse, hvor vi er uddannet i klinisk undersøgelse, siger han. Derfor har der været nok at se til for Casper Høj Madsen for at blive klar til den nye rolle. - Opstarten kan være forvirrende, men efterhånden hænger det godt sammen. Der er selvfølgelig noget vej til, det bliver helt optimalt, siger han og fortsætter. - Der er mange, der skal kommunikere sammen om det her projekt, og du bliver bragt ud af din komfortzone og prøver noget nyt. Det er spændende, men hårdt. En af dem, der har ligget på den blå briks på Slagelse Sygehus for at blive undersøgt for blodpropper, er 81-årige Bent Jensen fra Gerlev. Og selvom det var en fysioterapeut i stedet for en læge, der undersøgte hans ben, så er han ikke utryg. - Det var fint for mig. Jeg synes, det var meget professionelt, så det kan de roligt skifte om på for min skyld, siger han og tilføjer. - Hvis de kan deres kram, så gør det ikke noget. De bliver formentlig uddannet til det oveni deres anden uddannelse. Samtidig kommer patienter som Bent Jensen også meget hurtigere igennem systemet og kan få afklaring på deres videre forløb. Og det er godt for både patienter og for driften af sygehuset. Det fortæller Jes Niels Braagaard, der er ledende overlæge på sygehusets akutafdeling: - Vi skal selvfølgelig ikke spilde patienternes tid unødigt. Og vi skal heller ikke bruge unødige ressourcer på at have patienter liggende her i længere tid end højst nødvendigt. Det optager både sengeplads og personaleressourcer, så for at optimere hele processen, har vi valgt at prøve den her model. Og fysioterapeut Casper Høj Madsen oplever da også, at patienterne får mindre ventetid end tidligere. - Vi kan ultralydsscanne her på stedet med det samme. Så vi kan få en diagnose eller få afkræftet en blodprop i benet meget hurtigere, end vi kunne før. Tidligere skulle patienterne komme igen over to dage, men her kan vi klare alt på én gang, og dermed bliver forløbet lidt mere smidigt, siger han. Selvom fysioterapeuterne på Slagelse Sygehus har overtaget scanningsopgaverne fra lægerne, mener Casper Høj Madsen ikke, at han tager arbejdet fra dem. Tværtimod ser han det som et samarbejde og en hjælp til både læger og patienter, at han kan tage sig af ultralydsscanningerne. - Det handler om, at vi som faggrupper arbejder sammen for patients bedste. Der har til tider været lange ventetider heroppe, og der kan vi hjælpe og sørge for, at forløbet kan blive mere smidigt, siger han og tilføjer: - Så vi fratager ikke lægens arbejde, vi bakker bare op. Og det er jo lægen, der til slut tager stilling til patients forløb, vi er jo bare en del af processen. Fysioterapeuterne står dermed ikke alene med ansvaret for patienterne, men kan trække på lægerne, når der er brug for det, fortæller Casper Høj Madsen: - Jeg har jo altid et sikkerhedsnet. Er jeg i tvivl, kan jeg altid diskutere det med lægen. Synes jeg ikke, at min ultralydsundersøgelse er tilstrækkelig, har jeg mulighed for at henvise dem vores radiologiske afdeling. Så jeg har hele tiden mulighed for at få backup og støtte. Også hos hjertelægernes selskab – Dansk Cardiologisk Selskab – er man positive overfor, at fysioterapeuterne får opgaven med at undersøge patienter for blodpropper. For selvom de dermed overtager en del af lægernes arbejde, så giver det god mening med visse afgrænsede opgaver. Det mener Jacob Thorsted Sørensen, der er næstformand i Dansk Cardiologisk Selskab og overlæge på Afdeling for Hjertesygdomme på Århus Universitetshospital: - Lige nu er der jo arbejde nok til de relativt få læger, der er. Så hvis der er nogle af de opgaver, der trygt og med god oplæring, kan overtages af andre faggrupper, så er der jo sådan set god fornuft i, at man uddelegerer det. Så får lægerne dermed tid til nogle af de opgaver, der ikke kan uddelegeres. Selvom Slagelse Sygehus er det første sted i landet, der lader fysioterapeuterne stå for ultralydsscanningerne, så har man allerede lignende ordning på Aalborg Universitetshospital i Farsø, hvor det dog i stedet er sygeplejerskerne, der har overtaget opgaven.",Dorte Krogsgaard,Sjælland,2021-07-09T03:41:00+00:00,https://www.dr.dk/nyheder/regionale/sjaelland/laege-eller-fysioterapeut-blodpropundersoegelser-skifter-haender,DR
